place_id,source,name,phone,addr,street,city,state,postal,country,categories,website,socials
a9f75d54-eca0-4c52-8119-58578fdc427a,omf_stlouis_full.csv,fw logistics,6184828718.0,111 winnebago st,111 winnebago st,,,,,"[""self_storage_facility""]","[""https://fwlogistics.com/""]",[]
e79d13ea-6cf4-4bfd-a94d-f29195a8e3a8,omf_stlouis_full.csv,national committee for ex offenders equality,3149633200.0,5010 terry ave,5010 terry ave,,,,,"[""social_service_organizations""]","[""http://www.cfeoe.org/""]","[""https://www.facebook.com/110407907475056""]"
d1dee61c-77a5-4f61-8805-d43e5bc896b0,omf_pittsburgh_full.csv,western union,4125612329.0,1101 brookline blvd,1101 brookline blvd,,,,,"[""money_transfer_services""]","[""https://www.westernunion.com/?utm_source=bingmaps&utm_medium=pml-yext""]",[]
07a9fbe4-e846-4424-b8ad-26e654e97862,omf_tampa_full.csv,avard law offices,7278952217.0,550 n reo st,550 n reo st,,,,,"[""personal_injury_law""]","[""https://avardlaw.com/""]","[""https://www.facebook.com/108481990565135""]"
a977122f-7f1e-4de9-93b5-d10d3005d5db,omf_pittsburgh_full.csv,pair networks,4123817247.0,2403 sidney st,2403 sidney st,,,,,"[""web_designer""]","[""https://linktr.ee/pairnetworks""]","[""https://www.facebook.com/146927082050317""]"
4235496c-ac33-4333-b9dd-f8ddf7995070,omf_philadelphia_full.csv,style and grace by ciara,2157528030.0,150 east street road suite 5b,150 east street road suite 5b,,,,,"[""beauty_salon""]","[""https://styleandgracebyc.glossgenius.com/""]","[""https://www.facebook.com/1253547528007528""]"
81fc19d4-27cd-4ee6-b13b-07976f884ccc,omf_edmonton_full.csv,shan shan bakery,7809747788.0,10552 97 st nw,10552 97 st nw,,,,,"[""bakery""]",[],"[""https://www.facebook.com/610679305687226""]"
a6450c73-a13c-4990-8002-8fe326a925d1,omf_indianapolis_full.csv,guyer leonard d md,3175809355.0,836 e 86th st,836 e 86th st,,,,,"[""doctor""]","[""http://www.theguyerinstitute.com/""]","[""https://www.facebook.com/309219885828598""]"
eef4943d-2e78-4cd4-bdc5-460c39a745d6,omf_philadelphia_full.csv,masjid al mu id,2158492325.0,243 w chelten ave,243 w chelten ave,,,,,"[""religious_organization""]",[],"[""https://www.facebook.com/101028494667299""]"
d225f02a-aff9-463b-bb93-8fa98d39ea3a,omf_philadelphia_full.csv,cricket wireless,6102718253.0,3000 island ave,3000 island ave,,,,,"[""mobile_phone_store""]","[""http://www.mycricket.com/cell-phone-plans/?cm_mmc=blocal-_-local-_-na-_-263&utm_source=blocal&utm_medium=local&utm_campaign=263""]",[]
367e6a82-9b9c-4470-b68d-da2d951f41f7,omf_philadelphia_full.csv,heights philadelphia,2157901666.0,123 s broad st,123 s broad st,,,,,"[""community_services_non_profits""]","[""http://www.heights.org/""]","[""https://www.facebook.com/101424706097346""]"
5a58db41-3544-414c-b963-eab86b3e0fa7,omf_stlouis_full.csv,phillips 66 gas,3143817976.0,6150 natural bridge ave,6150 natural bridge ave,,,,,"[""gas_station""]","[""https://www.phillips66gas.com/""]","[""https://www.facebook.com/333297967223105""]"
fe417c9b-b2f8-4372-ba6c-77f9f5eba69d,omf_neworleans_full.csv,station 6,5043452936.0,105 metairie hammond hwy,105 metairie hammond hwy,,,,,"[""seafood_restaurant""]","[""http://www.station6nola.com/""]","[""https://www.facebook.com/833600116783745""]"
97bb899b-95f3-471d-b6c3-a6307c502818,omf_tucson_full.csv,dorothy terrazas fnp,5206948888.0,1501 n campbell ave,1501 n campbell ave,,,,,"[""internal_medicine""]","[""https://www.bannerhealth.com/physician-directory/t/terrazas-dorothy""]",[]
e32bab27-6aeb-48fd-bd99-2fb34f6c946b,omf_nashville_full.csv,taco bell,6157318177.0,5315 hickory hollow ln,5315 hickory hollow ln,,,,,"[""fast_food_restaurant""]","[""http://www.tacobell.com/""]","[""https://www.facebook.com/243978889006733""]"
b10939c3-b000-4bd1-beb0-0364752bfe09,omf_tampa_full.csv,varela westshore apartments,8135195631.0,1701 n lois ave,1701 n lois ave,,,,,"[""landmark_and_historical_building""]","[""https://varelawestshore.com/""]","[""https://www.facebook.com/1415470628715337""]"
1de6367e-1977-448c-abc2-c58e3c38c6ef,omf_edmonton_full.csv,face fx medspa,7807562667.0,10367 78 ave nw,10367 78 ave nw,,,,,"[""spas""]","[""http://facefxyeg.com/""]","[""https://www.facebook.com/984809028332023""]"
4acd968d-3934-4a59-9f13-6558c0ca983f,omf_edmonton_full.csv,brandys yard and garden care,2503273421.0,,,,,,,"[""landscaping""]",[],"[""https://www.facebook.com/104283156883534""]"
46843c61-30ea-4c81-85ef-78a2aa2c4335,omf_philadelphia_full.csv,parlor,6106496200.0,30 parking plz,30 parking plz,,,,,"[""pizza_restaurant""]","[""http://parlorardmore.com""]","[""https://www.twitter.com/parlorardmore""]"
ba958e69-aaa1-4968-90f8-9a65f6c5bf04,omf_indianapolis_full.csv,mattress guys north,3174931501.0,5333 n keystone ave,5333 n keystone ave,,,,,"[""retail""]",[],[]
c326818c-4769-45a3-baaa-8f59025ec905,omf_neworleans_full.csv,d b a,5049423731.0,618 frenchmen st,618 frenchmen st,,,,,"[""bar""]",[],"[""https://www.facebook.com/123888844369983""]"
e70e10b6-51b8-4cd9-9d47-2fbce1d60774,omf_indianapolis_full.csv,mc guire scenic,3179209000.0,1833 n new jersey st,1833 n new jersey st,,,,,"[""music_venue""]","[""http://www.mcguirescenic.com/""]",[]
2582d1f9-57ed-4b5a-a8d1-2679af4e6450,omf_tucson_full.csv,jmac electric,5202091621.0,1010 e pennsylvania st,1010 e pennsylvania st,,,,,"[""electrician""]","[""http://jmacelectric.com/""]","[""https://www.facebook.com/126458520843166""]"
8abc131d-154b-4417-9bc3-c94ece92efbd,omf_philadelphia_full.csv,the groomin room,2156125510.0,3828 morrell ave,3828 morrell ave,,,,,"[""pet_groomer""]","[""http://www.thegroominroom.com/""]","[""https://www.facebook.com/135110109882117""]"
9fc5917a-cac1-4f8e-9b65-54b5bd198485,omf_philadelphia_full.csv,waterfront south theatre,8564090365.0,400 jasper st,400 jasper st,,,,,"[""theatre""]","[""http://www.southcamdentheatre.org""]","[""https://www.twitter.com/artwillsaveus""]"
98740d2f-d061-4d7c-a209-662bf50f2c59,omf_edmonton_full.csv,turner townsend,7806430134.0,10117 jasper ave suite 1002,10117 jasper ave suite 1002,,,,,"[""construction_management""]","[""http://www.turnerandtownsend.com/""]",[]
c0e1fea9-9ab2-42fb-a5aa-51b751647033,omf_tampa_full.csv,athena bitcoin atm,3126904466.0,810 e sligh ave,810 e sligh ave,,,,,"[""atms""]","[""https://www.athenabitcoin.com/""]",[]
0ec481ed-1ecb-4fbf-9c37-4424b649b3fb,omf_edmonton_full.csv,nait fresh express,7804716248.0,11762 106 st nw,11762 106 st nw,,,,,"[""cafeteria""]","[""http://www.nait.ca""]","[""https://www.twitter.com/nait""]"
7d2785d6-ee59-4ff0-b4ef-54965126a0da,omf_nashville_full.csv,hallmark volkswagen,8558549082.0,2431 gallatin pike n,2431 gallatin pike n,,,,,"[""auto_parts_and_supply_store""]","[""http://www.hallmarkvw.com/""]",[]
2ede44b8-6878-4040-92eb-b5e9c01399ad,omf_philadelphia_full.csv,special vacations,2158441295.0,6757 greene st,6757 greene st,,,,,"[""travel_services""]","[""http://specialvacations.net/""]","[""https://www.facebook.com/167778836644954""]"
483fe30a-e7a9-4fb4-980d-945ebd96ec66,omf_philadelphia_full.csv,gather food hall,,3025 market st,3025 market st,,,,,"[""restaurant""]","[""https://www.gatherfoodhall.com/""]","[""https://www.facebook.com/760670457130956""]"
5c1e1836-6fb0-4de0-bef0-a59876ce1058,omf_tampa_full.csv,coin cloud bitcoin atm,8552642046.0,7430 palm river rd,7430 palm river rd,,,,,"[""atms""]","[""https://www.coin.cloud/dcms?location=save-a-lot-62#map""]","[""https://www.facebook.com/118548657485447""]"
1c26c4cf-d737-4343-8479-541cd45e35b8,omf_philadelphia_full.csv,kinetic wellness center,2154420404.0,630 byberry rd,630 byberry rd,,,,,"[""health_and_medical""]","[""https://kwell.setmore.com/""]","[""https://www.facebook.com/104887425682924""]"
d8d0a3d1-e1da-4a94-b699-a7226e5f1e2d,omf_indianapolis_full.csv,darbar sri guru granth sahib ji indianapolis,3175002501.0,2635 madison ave,2635 madison ave,,,,,"[""church_cathedral""]",[],"[""https://www.facebook.com/589928561100811""]"
e46b4e21-4384-4fae-bde4-3c71bbcf1c1d,omf_philadelphia_full.csv,khan brothers services,2675075030.0,7112 castor ave,7112 castor ave,,,,,"[""trusts""]","[""https://app.waitwhile.com/book/kbs""]","[""https://www.facebook.com/811069425752247""]"
532edc08-1870-4c6e-ab9d-ef6e754a8276,omf_tucson_full.csv,a and a tires and wheels,5203000050.0,5601 s palo verde rd,5601 s palo verde rd,,,,,"[""tire_dealer_and_repair""]",[],"[""https://www.facebook.com/1486568624930680""]"
8c683e30-9ffa-4262-a73b-65591d1bfaba,omf_santabarbara_full.csv,healthy pet,8056872804.0,3018 state st,3018 state st,,,,,"[""pet_store""]","[""http://www.healthypetsb.com/""]","[""https://www.facebook.com/727786127313286""]"
3373358d-5d11-4b30-bc71-d9ebe7231b5f,omf_neworleans_full.csv,jennifer slimmer ameriprise financial services llc,5048376541.0,1 galleria blvd ste 1111,1 galleria blvd ste 1111,,,,,"[""financial_service""]","[""https://www.ameripriseadvisors.com/jennifer.m.slimmer/""]","[""https://www.twitter.com/ameriprise|https://www.facebook.com/161275430585313""]"
178f10ba-b55d-4fc2-bbff-4a3878e499da,omf_indianapolis_full.csv,my love finder,3174562416.0,3507 n rybolt ave,3507 n rybolt ave,,,,,"[""it_service_and_computer_repair""]","[""https://mylovefinder.net""]",[]
1f31f425-d87a-4af2-8083-9741cf7f1613,omf_pittsburgh_full.csv,chase bank,4129188020.0,3618 5th ave,3618 5th ave,,,,,"[""atms""]","[""https://locator.chase.com/pa/pittsburgh/3618-5th-ave?jp_cmp=rb/LocalListings/aff/branch/na""]",[]
b3692a8a-9b48-45ff-bb4a-5279ee523d20,omf_indianapolis_full.csv,indiana library federation,3172572040.0,941 e 86th st,941 e 86th st,,,,,"[""community_services_non_profits""]","[""http://www.ilfonline.org/""]","[""https://www.facebook.com/182313277865""]"
888d0a81-ad5e-4f7a-ad90-50e7766053eb,omf_pittsburgh_full.csv,4four6 distillery,4127990446.0,703 main st,703 main st,,,,,"[""distillery""]","[""http://4four6distillery.com""]",[]
9dd5bb8d-e726-45f6-a7ce-8c9c3023d055,omf_indianapolis_full.csv,blue rhino propane exchange,3178795145.0,75 e epler ave,75 e epler ave,,,,,"[""propane_supplier""]","[""https://bluerhino.com/propane-finder?utm_source=bing&utm_medium=map&utm_campaign=vending_map&utm_content=220116""]",[]
6d5d96ed-b0cc-4746-bc16-ba31c3045750,omf_edmonton_full.csv,queen alexandra community hall,7804399046.0,10425 university ave,10425 university ave,,,,,"[""venue_and_event_space""]","[""http://www.qacl.ca""]",[]
42cd7acb-c0af-4322-93e0-77e6d741bcf4,omf_edmonton_full.csv,chipotle mexican grill,8259016304.0,4715 calgary trl nw,4715 calgary trl nw,,,,,"[""mexican_restaurant""]","[""https://locations.chipotle.ca/ab/edmonton/4715-calgary-trail-nw""]","[""https://www.facebook.com/429567140238231""]"
cf62e0c6-8a1b-4f26-b0b6-0197421d5e85,omf_stlouis_full.csv,a big difference signs graphics,3144816698.0,4460 virginia ave,4460 virginia ave,,,,,"[""sign_making""]","[""http://www.cheapsigns-fast.com""]","[""https://www.facebook.com/117199135006571""]"
f4711ce3-3355-42e0-ac0f-904ec4ce99f0,omf_pittsburgh_full.csv,allegheny county sanitary authority,4127664810.0,3300 preble ave,3300 preble ave,,,,,"[""social_and_human_services""]","[""http://www.alcosan.org""]",[]
df382d4d-db80-4b8c-a95b-df940d75e50d,omf_edmonton_full.csv,lawdepot,8552318424.0,9644 54 ave nw,9644 54 ave nw,,,,,"[""legal_services""]","[""http://www.lawdepot.com/""]","[""https://www.facebook.com/437352066349623""]"
5e667966-9951-47dd-8d4a-23954b92d0dc,omf_pittsburgh_full.csv,rebecca fillipih pa c,4126474545.0,120 lytton avenue university center suite 100 a,120 lytton avenue university center suite 100 a,,,,,"[""internal_medicine""]","[""https://providers.upmc.com/provider/Rebecca+Fillipih/2245149?utm_source=bing&utm_campaign=business-profile&utm_content=pcp_rebecca_fillipih""]",[]
812e3f1b-b2b2-48f6-9187-bbee798d5850,omf_philadelphia_full.csv,sherwood reserve,6108256131.0,101 sherwood ln,101 sherwood ln,,,,,"[""real_estate_agent""]","[""http://www.ryvenco.com/new-home/sherwood-reserve.html""]","[""https://www.facebook.com/187863784971952""]"
47980dea-5b7f-4d6e-b4e8-f8e99063641d,omf_pittsburgh_full.csv,premier construction design,4127841240.0,329 2nd st,329 2nd st,,,,,"[""building_supply_store""]","[""http://premiereconstruction.com""]",[]
42028270-0282-4721-94a4-64e30ae3cd5e,omf_philadelphia_full.csv,northwood park,,4700 northwood st,4700 northwood st,,,,,"[""park""]","[""http://www.northwoodcs.org/""]","[""https://www.facebook.com/105576666166284""]"
62121774-52d0-478d-bf05-82adb2be3474,omf_stlouis_full.csv,guidepost montessori at central west end,3143284972.0,4150 laclede ave,4150 laclede ave,,,,,"[""preschool""]","[""https://guidepostmontessori.com/central-west-end""]","[""https://www.facebook.com/109256204052827""]"
240f7092-ea92-4371-8847-611422573d4b,omf_tampa_full.csv,tampa flats and bay charters,8137278843.0,10913 n edison ave,10913 n edison ave,,,,,"[""fishing_charter""]","[""http://www.flatsandbay.com/""]",[]
16bc3b21-56ec-415a-ab9f-8382e706895c,omf_edmonton_full.csv,national defence and the canadian armed forces,7804525665.0,11807 kingsway ave nw,11807 kingsway ave nw,,,,,"[""public_service_and_government""]",[],"[""https://www.facebook.com/201527810409665""]"
831db03b-d9ff-4f91-8a51-57db150027a4,omf_tucson_full.csv,robert s barber lounge,5207483502.0,5420 e broadway blvd ste 252,5420 e broadway blvd ste 252,,,,,"[""hair_salon""]","[""http://www.robertsbarberlounge.com""]","[""https://www.facebook.com/129255740428864""]"
da27d742-4a06-4680-8af4-bdc26671d76f,omf_boise_full.csv,aire kitchen,9869992563.0,10386 w ustick rd,10386 w ustick rd,,,,,"[""bakery""]","[""http://airekitchen.com/""]","[""https://www.facebook.com/112146401381861""]"
fd19a085-714c-44ef-a07d-106c87e301c7,omf_indianapolis_full.csv,liv indy,3175482145.0,8445 keystone xing,8445 keystone xing,,,,,"[""property_management""]","[""https://www.livindy.co/""]","[""https://www.facebook.com/757494101128440""]"
20a68103-efcf-4762-8b63-545f8b790483,omf_philadelphia_full.csv,estilo dance studio,2673178849.0,2301 n front st,2301 n front st,,,,,"[""salsa_club""]","[""http://www.estilodancestudio.com""]",[]
b76363e4-107e-4b6f-80f2-b5f5e92888f0,omf_pittsburgh_full.csv,pps administration building,,341 s bellefield ave,341 s bellefield ave,,,,,"[""event_planning""]",[],"[""https://www.facebook.com/335491143682826""]"
9d9e43b6-b368-41f4-bf60-83466a9d9ac9,omf_stlouis_full.csv,west end management leasing services,3149002001.0,7801 forsyth blvd,7801 forsyth blvd,,,,,"[""property_management""]","[""http://westendmgt.com/""]","[""https://www.facebook.com/116036012137223""]"
af3b2aa0-a48d-4f02-a8e3-2eaf97c7d6da,omf_santabarbara_full.csv,blue rhino propane exchange,8055648855.0,217 e gutierrez st,217 e gutierrez st,,,,,"[""propane_supplier""]","[""https://bluerhino.com/propane-finder?utm_source=bing&utm_medium=map&utm_campaign=vending_map&utm_content=189548""]",[]
38391bdb-4db8-44a9-80f9-0861e6a439f5,omf_stlouis_full.csv,microwave,8166503635.0,,,,,,,"[""travel""]","[""http://micro-ovensstl.com/""]","[""https://www.facebook.com/207636906003579""]"
103c03b4-fbe2-4643-97be-6c9fecd330ce,omf_pittsburgh_full.csv,anytime fitness,4122772700.0,34 s 4th st,34 s 4th st,,,,,"[""gym""]","[""https://www.anytimefitness.com/locations/pittsburgh-pennsylvania-4480/?utm_source=bing&utm_medium=organic-businesslisting&utm_campaign=bpb-listing&utm_content=4480""]",[]
541c05db-4fc2-47b7-ae05-8bd1a25ec307,omf_philadelphia_full.csv,pts brokerage,8568029400.0,125 gaither dr,125 gaither dr,,,,,"[""insurance_agency""]","[""http://www.ptsbrokerage.com/""]","[""https://www.facebook.com/600918816440174""]"
25435249-fbdb-43b1-9679-acd109b87623,omf_pittsburgh_full.csv,201 stanwix street apartments,4122270959.0,201 stanwix st,201 stanwix st,,,,,"[""accommodation""]","[""http://www.pmcpropertygroup.com/properties/201-stanwix""]","[""https://www.facebook.com/220598464803577""]"
6d83ea98-35b7-4d41-856c-a97feb55d6d5,omf_indianapolis_full.csv,gnc live well,3178833676.0,3100 meridian parke dr,3100 meridian parke dr,,,,,"[""vitamins_and_supplements""]","[""http://stores.gnc.com/greenwood-in-7099?utm_source=facebook&utm_medium=distrib&utm_campaign=facebook-distrib""]","[""https://www.facebook.com/924670137623207""]"
1341ea37-c934-494d-9482-905875b5411a,omf_boise_full.csv,the grove plaza,2083844264.0,801 w main st,801 w main st,,,,,"[""fountain""]","[""http://www.boisedailyphoto.com/2008/08/grove-fountain.html""]","[""https://www.facebook.com/1442289599407153""]"
76b86c5c-abf0-4a43-953d-c730f903fc44,omf_philadelphia_full.csv,jon george md,2154563930.0,1200 w tabor rd tabor medical building moss 3rd floor,1200 w tabor rd tabor medical building moss 3rd floor,,,,,"[""cardiologist""]","[""https://www.zocdoc.com/doctor/jon-george-md-142311""]",[]
9ad2a666-7ce8-4d16-b940-e98d03c611e1,omf_philadelphia_full.csv,ukrainian selfreliance federal credit union,2157254430.0,2307 brown st,2307 brown st,,,,,"[""credit_union""]","[""http://www.ukrfcu.com""]","[""https://www.facebook.com/169561439725399""]"
c6598f9e-bc84-4e74-8d09-aa7e63ea5698,omf_nashville_full.csv,lwr bookkeepers,6154808033.0,8586 sawyer brown rd,8586 sawyer brown rd,,,,,"[""accountant""]","[""http://lwr-bookkeepers.com/""]","[""https://www.facebook.com/343949142140796""]"
c270b2f3-ee60-4774-8659-10a3a4557dd6,omf_reno_full.csv,kaia fit,7753755242.0,75 e patriot blvd,75 e patriot blvd,,,,,"[""boot_camp""]","[""http://www.kaiafitsierra.com/""]","[""https://www.facebook.com/183125241825932""]"
90ca0d30-796f-44e0-a8c2-47b12780dbea,omf_philadelphia_full.csv,chick fil a,2155577853.0,1625 chestnut st ste f8,1625 chestnut st ste f8,,,,,"[""fast_food_restaurant""]","[""http://www.chick-fil-a.com/libertyplace""]",[]
f5a88516-3083-4684-825e-0afd53dec46b,omf_nashville_full.csv,certapro painters of nashville north bowling green,6292604383.0,105 bluegrass commons blvd b,105 bluegrass commons blvd b,,,,,"[""painting""]","[""https://certapro.com/nashvillenorth-bowlinggreen/""]",[]
08b2d609-c1d9-43cd-b624-02c63dbc5d59,omf_nashville_full.csv,los amigos,6159153721.0,4700 lebanon pike,4700 lebanon pike,,,,,"[""mexican_restaurant""]","[""http://www.losamigosmexicantn.com""]","[""https://www.facebook.com/620750708436899""]"
9d0f5611-f54d-4cc5-973b-78dab2d49235,omf_indianapolis_full.csv,washington square cosmetic and family dentistry,3178974163.0,830 n mitthoeffer rd,830 n mitthoeffer rd,,,,,"[""dentist""]","[""http://www.smileindy.com""]","[""https://www.facebook.com/116682388391699""]"
fc39d493-9d0a-4437-b753-d8a05a6576c4,omf_santabarbara_full.csv,vons floral,8059665011.0,2010 cliff dr,2010 cliff dr,,,,,"[""dry_cleaning""]","[""https://local.vons.com/ca/santa-barbara/2010-cliff-dr/floral.html""]",[]
110be6d5-2974-4103-85cf-0e90f6083b95,omf_edmonton_full.csv,kumon,5878550110.0,177 kinglet blvd nw,177 kinglet blvd nw,,,,,"[""tutoring_center""]","[""http://www.kumon.com/edmonton-big-lake-quarters""]","[""https://www.facebook.com/578886045319126""]"
87eb7adf-6e24-46f1-a0d5-d62e280d67c2,omf_indianapolis_full.csv,sara schmidt md,3172162700.0,4880 century plaza rd ste 265,4880 century plaza rd ste 265,,,,,"[""doctor""]","[""http://www.iuhealth.org/primarycare""]",[]
49192397-e43c-43a0-adf5-d1f709d00e08,omf_pittsburgh_full.csv,eidenmiller real estate,4128214340.0,322 grant ave,322 grant ave,,,,,"[""real_estate_agent""]","[""https://www.creditsoup.com/credit-card-finder""]",[]
90341384-50b3-4764-8a76-2181edab0514,omf_pittsburgh_full.csv,randy windreich md,4126925055.0,4401 penn ave,4401 penn ave,,,,,"[""pediatric_oncology""]","[""https://providers.upmc.com/provider/randy-windreich/1322338?utm_source=bing&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-randy-windreich""]",[]
ae9a6f7c-ca6f-4cdf-aac8-3e601805f75f,omf_philadelphia_full.csv,tinicum township swim club,6105212874.0,120 chippewa st,120 chippewa st,,,,,"[""swimming_pool""]","[""http://tinicumswimclub.com/""]","[""https://www.facebook.com/1424495177773949""]"
5a90505e-afd2-42eb-8338-39c42e1a3467,omf_tampa_full.csv,wet seal,8139208901.0,8111 citrus park town center mall,8111 citrus park town center mall,,,,,"[""womens_clothing_store""]","[""http://www.youtube.com/wetseal""]","[""https://www.facebook.com/130401440363682""]"
909faf13-ac13-46ba-9602-eb6b96474a23,omf_indianapolis_full.csv,keyme locksmiths,3177792059.0,6225 allisonville rd,6225 allisonville rd,,,,,"[""professional_services""]","[""https://www.key.me/kiosks/indiana/indianapolis/indianapolis/locksmith-copy-keys-indianapolis-big-lots-46220-indiana""]","[""https://www.facebook.com/103047975288153""]"
3e74fc47-5e95-4000-89a0-9c383dd623b0,omf_santabarbara_full.csv,intuition painting life is an art,,,,,,,,"[""life_coach""]","[""http://www.lifeisanart.net/""]","[""https://www.facebook.com/134565976722134""]"
43ba8c42-56e5-4627-9109-afd05d4e3756,omf_philadelphia_full.csv,hue boba cafe,2672337150.0,4600 woodland ave,4600 woodland ave,,,,,"[""restaurant""]","[""http://huebobaxafe.con/""]","[""https://www.facebook.com/113324915069818""]"
3504808d-ad30-486f-9236-96fcc0a41576,omf_philadelphia_full.csv,amazon locker dall,,dollar tree 2100 cottman ave,dollar tree 2100 cottman ave,,,,,"[""courier_and_delivery_services""]","[""https://www.amazon.com/ulp/add-ap-to-address-book?countryCode=US&accessPointId=61256691&ref_=hubm_us_bm_lkr_61256691""]",[]
511fb9fc-da14-416d-8286-8138aa033034,omf_nashville_full.csv,fujiyama,6153527833.0,3736 annex ave,3736 annex ave,,,,,"[""japanese_restaurant""]","[""http://djspubngrub.com""]",[]
306c1c12-1eee-4d12-a077-80906208869e,omf_tucson_full.csv,university of arizona museum of art,5206217567.0,1031 n olive rd,1031 n olive rd,,,,,"[""art_museum""]","[""http://artmuseum.arizona.edu/""]","[""https://www.facebook.com/128516937195276""]"
c1b3126b-5d81-49a0-a0da-ad0ac4229cc2,omf_philadelphia_full.csv,dunkin,6105831600.0,5 macdade blvd,5 macdade blvd,,,,,"[""donuts""]","[""https://locations.dunkindonuts.com/en/pa/collingdale/5-macdade-blvd/304669?utm_source=facebook&utm_medium=local&utm_campaign=localmaps&utm_content=304669&y_source=1_MTIxMDY0NDYtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]","[""https://www.facebook.com/236624299708144""]"
6b436d48-e0e4-4a19-8716-d28d9ab4c0da,omf_tucson_full.csv,haven home health tucson,5203389757.0,1607 n wilmot rd,1607 n wilmot rd,,,,,"[""home_health_care""]","[""https://www.havenhhc.com/""]","[""https://www.facebook.com/359870968318749""]"
ac78844c-1a5c-4252-ae0c-ceac2795ff28,omf_indianapolis_full.csv,berkshire hathaway home services,3178639475.0,10765 lantern rd 102,10765 lantern rd 102,,,,,"[""real_estate_agent""]","[""http://www.bhhsinrealty.com""]",[]
058c4de3-d00b-4b4f-a3a4-2f8111df4601,omf_edmonton_full.csv,two men and a truck canada,7808093060.0,6710 78 ave nw,6710 78 ave nw,,,,,"[""storage_facility""]","[""https://twomenandatruck.ca/movers/ab/edmonton""]","[""https://www.facebook.com/293188524356621""]"
dafd953c-9ac4-45fa-96e9-51a12a03d055,omf_neworleans_full.csv,clean creations,5043095427.0,1105 lafayette st,1105 lafayette st,,,,,"[""restaurant""]","[""https://cleancreations.net/""]","[""https://www.facebook.com/542310725925267""]"
b323f6a1-fa48-4e1a-9fc7-4ab69eeb28b1,omf_pittsburgh_full.csv,chase atm,4123683565.0,146 w bridge st,146 w bridge st,,,,,"[""atms""]","[""https://locator.chase.com/pa/homestead/146-w-bridge-st?jp_cmp=rb%2FLocalListings%2Faff%2Fbranch%2Fna&y_source=1_MTQ5OTI4MDEtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]","[""https://www.facebook.com/101070261441095""]"
f9bab244-3d48-4ec5-8a9c-00e028ea1e96,omf_philadelphia_full.csv,philadelphia police 24th district,2156863240.0,3901 whitaker ave,3901 whitaker ave,,,,,"[""police_department""]","[""http://www.phillypolice.com""]","[""https://www.facebook.com/144514935583479""]"
eb79c61d-806a-4674-b209-45398af068b7,omf_philadelphia_full.csv,annunciation of the blessed virgin mary ukrainian catholic church,2156351627.0,1206 valley rd,1206 valley rd,,,,,"[""catholic_church""]","[""https://www.ukrainianbvm.org/""]","[""https://www.facebook.com/321101849988""]"
56c5c62a-1258-40ea-b67d-1b3196128247,omf_neworleans_full.csv,staffmark,5044554414.0,517 clearview pkwy,517 clearview pkwy,,,,,"[""employment_agencies""]","[""https://staffmark.com/find-an-office/""]","[""https://www.facebook.com/1025834040900001""]"
